officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Shivalaya S.O,262501,S.O,Non-Delivery,Pithoragarh,Dehradun,Uttarakhand,Pithoragarh,Pithoragarh,UTTARAKHAND,05964-226738,,Pithoragarh H.O,,
Siltham S.O,262501,S.O,Non-Delivery,Pithoragarh,Dehradun,Uttarakhand,Pithoragarh,Pithoragarh,UTTARAKHAND,05964-228194,,Pithoragarh H.O,,
Dhalwala S.O,249137,S.O,Non-Delivery,Tehri,Dehradun,Uttarakhand,Narendernagar,Tehri Garhwal,UTTARAKHAND,0135-2430155,,Tehri H.O,,
Gyansu S.O,249193,S.O,Non-Delivery,Tehri,Dehradun,Uttarakhand,Bhatwari,Uttarkashi,UTTARAKHAND,01374-222363,,Tehri H.O,,
New Tehri Collectrate S.O,249001,S.O,Non-Delivery,Tehri,Dehradun,Uttarakhand,Tehri,Tehri Garhwal,UTTARAKHAND,01376-232176,,Tehri H.O,,
Teehri Kutchery S.O,249001,S.O,Non-Delivery,Tehri,Dehradun,Uttarakhand,Tehri,Tehri Garhwal,UTTARAKHAND,,,Tehri H.O,,
Tehri H.O,249001,H.O,Delivery,Tehri,Dehradun,Uttarakhand,Tehri,Tehri Garhwal,UTTARAKHAND,01376-233130,,,,
Uttarkashi Collectorate S.O,249193,S.O,Non-Delivery,Tehri,Dehradun,Uttarakhand,Bhatwari,Uttarkashi,UTTARAKHAND,01374-222216,,Tehri H.O,,
Alipore H.O,700027,H.O,Delivery,Alipore H.O,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24791644,,,,
Barabazar H.O,700007,H.O,Delivery,Barabazaar H.O,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22693221,,,,
Asoknagar R/s S.O,743222,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Habra - II,North 24 Parganas,WEST BENGAL,03216-223247,,Barasat H.O,,
Bangaon Bazar S.O,743235,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Bongaon,North 24 Parganas,WEST BENGAL,03215-259034,,Barasat H.O,,
Bangaon RS S.O,743235,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Bongaon,North 24 Parganas,WEST BENGAL,03215-255155,,Barasat H.O,,
Barasat Bazar S.O,700124,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Barasat - I,North 24 Parganas,WEST BENGAL,,,Barasat H.O,,
Barasat H.O,700124,H.O,Delivery,Barasat,Calcutta,West Bengal,Barasat - I,North 24 Parganas,WEST BENGAL,033-25843281,,,,
Basirhat Bazar S.O,743411,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Basirhat - I,North 24 Parganas,WEST BENGAL,03217-265295,,Basirhat H.O,,
Basirhat H.O,743411,H.O,Delivery,Barasat,Calcutta,West Bengal,Basirhat - I,North 24 Parganas,WEST BENGAL,03217-265347,,,,
Champaberia S.O,743235,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Bongaon,North 24 Parganas,WEST BENGAL,03215-211458,,Barasat H.O,,
Korarbagan S.O,743235,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Bongaon,North 24 Parganas,WEST BENGAL,,,Barasat H.O,,
Motiganj S.O (North 24 Parganas),743235,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Bongaon,North 24 Parganas,WEST BENGAL,03215-255152,,Barasat H.O,,
Ram Nagar Road S.O,743235,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Bongaon,North 24 Parganas,WEST BENGAL,03215-241355,,Barasat H.O,,
Sethpukur S.O,700124,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Barasat - I,North 24 Parganas,WEST BENGAL,033-25843466,,Barasat H.O,,
Subhashnagar S.O (North 24 Parganas),743235,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Bongaon,North 24 Parganas,WEST BENGAL,03215-255350,,Barasat H.O,,
Taki Market S.O,743429,S.O,Non-Delivery,Barasat,Calcutta,West Bengal,Hasnabad,North 24 Parganas,WEST BENGAL,03217-247236,,Basirhat H.O,,
B.Collectorate S.O,731101,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Birbhum,Birbhum,WEST BENGAL,03462-250911,,Suri H.O,,
Baruipara S.O (Birbhum),731101,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Birbhum,Birbhum,WEST BENGAL,03462-254324,,Suri H.O,,
Bolpur Bazar S.O,731204,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Bolpur Sriniketan,Birbhum,WEST BENGAL,03463-254906,,Suri H.O,,
Bolpur Trisulapatty S.O,731204,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Bolpur Sriniketan,Birbhum,WEST BENGAL,03463-252998,,Suri H.O,,
Bolpur Ukilpatty S.O,731204,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Bolpur Sriniketan,Birbhum,WEST BENGAL,03463-252993,,Suri H.O,,
Iswarpurndtso S.O,731201,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Sainthia,Birbhum,WEST BENGAL,03463-230594,,Suri H.O,,
Jangaldubrajpur S.O,731123,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Dubrajpur,Birbhum,WEST BENGAL,03462-244508,,Suri H.O,,
Labpur S.O,731303,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Birbhum,Birbhum,WEST BENGAL,03463-266230,,Suri H.O,,
Mahajanpatty S.O,731224,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Rampurhat - I,Birbhum,WEST BENGAL,03461-259855,,Rampurhat H.O,,
Nischintapur S.O,731224,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Rampurhat - I,Birbhum,WEST BENGAL,03461-255295,,Rampurhat H.O,,
Pranabanandapally S.O,731101,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Suri - I,Birbhum,WEST BENGAL,03462-250801,,Suri H.O,,
Railpar S.O (Birbhum),731224,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Rampurhat - I,Birbhum,WEST BENGAL,03461-259852,,Rampurhat H.O,,
Rakhakalitala S.O,731234,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Sainthia,Birbhum,WEST BENGAL,03462-264700,,Suri H.O,,
Rampurhat H.O,731224,H.O,Delivery,Birbhum,Calcutta,West Bengal,Rampurhat - I,Birbhum,WEST BENGAL,03461-255150,,,,
Sainthia Bazar S.O,731234,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Sainthia,Birbhum,WEST BENGAL,03462-264850,,Suri H.O,,
Sonatoresuri S.O,731101,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Suri - I,Birbhum,WEST BENGAL,03462-250858,,Suri H.O,,
Suri Dist. School Board S.O,731101,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Suri - I,Birbhum,WEST BENGAL,03462-250821,,Suri H.O,,
Suri H.O,731101,H.O,Delivery,Birbhum,Calcutta,West Bengal,Birbhum,Birbhum,WEST BENGAL,03462-255508,,,,
Suribazar S.O,731101,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Suri - I,Birbhum,WEST BENGAL,03462-252855,,Suri H.O,,
Suricollege S.O,731101,S.O,Non-Delivery,Birbhum,Calcutta,West Bengal,Suri - I,Birbhum,WEST BENGAL,03462-251514,,Suri H.O,,
A.J.C.Bose Road S.O,700020,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28650361,,Tollygunge H.O,,
Alipore Bodyguard Line S.O,700027,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24793960,,Alipore H.O,,
Alipore Civil Court S.O,700027,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24793960,,Alipore H.O,,
Alipore Dist Board S.O,700027,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24498939,,Alipore H.O,,
Bakery Road S.O,700022,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22230438,,Tollygunge H.O,,
Ballygunge RS S.O,700019,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24405001,,Tollygunge H.O,,
Ballygunge Sc College S.O,700019,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24541241,,Tollygunge H.O,,
Behala Municipal Market S.O,700034,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-23995363,,Alipore H.O,,
Bijoygarh S.O,700032,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24124552,,Tollygunge H.O,,
Bosepukur Road S.O,700042,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24428691,,Tollygunge H.O,,
Brahma Samaj Road S.O,700034,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24043028,,Alipore H.O,,
Chetla S.O,700027,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28690246,,Alipore H.O,,
Dover Lane S.O,700029,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24618183,,Alipore H.O,,
Ganguly Bagan S.O,700047,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24123453,,Tollygunge H.O,,
Garcha Road S.O,700019,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24756989,,Tollygunge H.O,,
Garfa S.O,700075,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24183557,,Tollygunge H.O,,
Garia BT S.O,700047,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24304655,,Tollygunge H.O,,
Gariahat Market S.O,700019,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24404167,,Tollygunge H.O,,
Gokhel Road S.O,700020,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22235838,,Tollygunge H.O,,
Golpark S.O,700019,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24406506,,Tollygunge H.O,,
Hyde Road S.O,700088,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28690075,,Alipore H.O,,
Indrani Park S.O,700033,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24179553,,Tollygunge H.O,,
Jadavgarh S.O,700078,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24158161,,Tollygunge H.O,,
Jairampur S.O (Kolkata),700061,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24064485,,Alipore H.O,,
Jayshree Park S.O,700034,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24066091,,Alipore H.O,,
K.C.Mills S.O,700024,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24697240,,Alipore H.O,,
K.M.Hospital S.O,700020,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28630517,,Tollygunge H.O,,
K.P.Bazar S.O (Kolkata),700082,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28683068,,Tollygunge H.O,,
K.P.Roy Lane S.O,700031,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24156445,,Tollygunge H.O,,
Kalabagan S.O,700053,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24037446,,Alipore H.O,,
Kalagachia S.O (Kolkata),700063,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-27002949,,Alipore H.O,,
Kalikapur S.O,700099,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,,Kolkata,WEST BENGAL,033-24161149,,Tollygunge H.O,,
Kalimandir S.O,700026,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24555550,,Alipore H.O,,
Kasthadanga S.O,700061,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24936905,,Alipore H.O,,
Keoratala S.O,700026,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24666277,,Tollygunge H.O,,
Kolkata Mint S.O,700053,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24019785,,Alipore H.O,,
Lake Market S.O,700029,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24661959,,Alipore H.O,,
Lansdowne Market S.O,700025,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24751810,,Tollygunge H.O,,
Mahendra Banerjee Road S.O,700060,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24069266,,Alipore H.O,,
Mansatala S.O,700023,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24484882,,Alipore H.O,,
Mominpur S.O,700027,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28690039,,Alipore H.O,,
N.R.Avenue S.O,700053,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24782823,,Alipore H.O,,
Natioinal Library S.O,700027,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24794539,,Alipore H.O,,
Netaji Nagar S.O (Kolkata),700040,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24711692,,Tollygunge H.O,,
P.G.Reach S.O,700024,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24695278,,Alipore H.O,,
Panchanantala S.O,700034,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24684032,,Alipore H.O,,
Paschim Barisha S.O,700063,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24969170,,Alipore H.O,,
Pgh Shah Road S.O,700032,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24731808,,Tollygunge H.O,,
R.K.Seva Pratisthan S.O,700026,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24754167,,Tollygunge H.O,,
Rabindra Nagar S.O (Kolkata),700018,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24913405,,Alipore H.O,,
Raipur Jorabagan Road S.O,700047,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24211666,,Tollygunge H.O,,
Raja J.N.Market S.O,700023,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24596269,,Alipore H.O,,
Rajabagan Dock Yard S.O,700044,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28690768,,Alipore H.O,,
Ramkrishna Park S.O,700025,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24754581,,Tollygunge H.O,,
Rash Behari Avenue S.O,700029,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24663046,,Alipore H.O,,
Russa S.O,700040,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24713437,,Tollygunge H.O,,
S.R.F.T.I. S.O,700094,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24324313,,Tollygunge H.O,,
Sahanagar S.O (Kolkata),700026,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24668792,,Tollygunge H.O,,
Santoshpur Avenue S.O,700075,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24299320,,Tollygunge H.O,,
Senhati S.O,700034,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24037380,,Alipore H.O,,
Sirity S.O,700041,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24039119,,Tollygunge H.O,,
Sonai S.O (Kolkata),700043,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28690628,,Alipore H.O,,
Southern Market S.O,700026,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24668133,,Tollygunge H.O,,
T.C.Road S.O,700033,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24240867,,Tollygunge H.O,,
T.G.Road S.O,700024,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24696422,,Alipore H.O,,
Taratala Road S.O,700088,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24012801,,Alipore H.O,,
Telecom Factory S.O,700088,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,,,Alipore H.O,,
Tollygunge H.O,700033,H.O,Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24240117,,,,
Viveknagar S.O (Kolkata),700075,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-24299366,,Tollygunge H.O,,
Watgunge S.O,700023,S.O,Non-Delivery,Calcutta South,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28690425,,Alipore H.O,,
Asylum Lane S.O,700014,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22651515,,Park Street H.O,,
College Square S.O (Kolkata),700007,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22410567,,Kolkatta G.P.O. ,,
Colootola S.O,700073,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22151876,,Kolkatta G.P.O. ,,
Council House Street S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22487981,,Kolkatta G.P.O. ,,
Customs House S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22305095,,Kolkatta G.P.O. ,,
Elliot Road S.O,700016,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22291639,,Park Street H.O,,
Hindustan Building S.O,700072,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22129008,,Park Street H.O,,
Income Tax Building S.O,700069,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22136962,,Park Street H.O,,
Khengrapatti S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22423236,,Kolkatta G.P.O. ,,
Kolkata University S.O,700073,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22414625,,Kolkatta G.P.O. ,,
Lalbazar S.O (Kolkata),700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22144369,,Kolkatta G.P.O. ,,
Little Russel Street S.O,700071,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22823099,,Park Street H.O,,
Madrassa S.O,700016,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22173860,,Park Street H.O,,
New Secretariat Bldg. S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22488880,,Kolkatta G.P.O. ,,
Park Street H.O,700016,H.O,Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22172861,,,,
Pollock Street S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,,Kolkata,WEST BENGAL,033-22353327,,Park Street H.O,,
R.N. Mukherjee Road S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22484953,,Kolkatta G.P.O. ,,
Radha Bazar S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22424298,,Kolkatta G.P.O. ,,
Reserve Bank Building S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22300474,,Kolkatta G.P.O. ,,
Russel Street S.O,700071,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22260813,,Park Street H.O,,
Shakespeare Sarani S.O,700017,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22684431,,Park Street H.O,,
Sooterkin Street S.O,700072,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22127549,,Park Street H.O,,
Strand Road S.O,700007,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22684431,,Kolkatta G.P.O. ,,
Telephone Bhawan S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22108485,,Kolkatta G.P.O. ,,
Tiretta Bazar S.O,700073,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22351230,,Kolkatta G.P.O. ,,
Treasury Building S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22483333,,Kolkatta G.P.O. ,,
W.B.Assembly House S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22480931,,Kolkatta G.P.O. ,,
Writer's Building S.O,700001,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22144002,,Kolkatta G.P.O. ,,
Yogayog Bhawan S.O,700012,S.O,Non-Delivery,Kolkata Central,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22120610,,Park Street H.O,,
Abinash Chaowdhury Lane S.O,700046,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,A. C Lane,Kolkata,WEST BENGAL,033-23283803,,Beleghata H.O,,
Bamboovila S.O,700014,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22846461,,Beleghata H.O,,
Bediadanga S.O,700039,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Bediadanga,South 24 Parganas,WEST BENGAL,033-28620969,,Beleghata H.O,,
Beleghata H.O,700010,H.O,Delivery,Kolkata East,Calcutta,West Bengal,Beleghata,Kolkata,WEST BENGAL,033-23705061,,,,
Bengal Chemical S.O,700054,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Kankurgachi,Kolkata,WEST BENGAL,033-23202242,,Beleghata H.O,,
Bidhan Nagar AE Market S.O,700064,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Saltlake,North 24 Parganas,WEST BENGAL,033-23582515,,Beleghata H.O,,
Bidhan Nagar CK Market S.O,700091,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Saltlake,North 24 Parganas,WEST BENGAL,033-23590697,,Beleghata H.O,,
Bidhan Nagar S.O,700064,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Sakltlake,North 24 Parganas,WEST BENGAL,033-23372225,,Beleghata H.O,,
Cmda Abasan S.O,700054,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-23553754,,Beleghata H.O,,
Dum Dum Park S.O,700055,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Dum Dum Park,North 24 Parganas,WEST BENGAL,033-28744418,,Beleghata H.O,,
Jhowtala S.O,700017,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-28650170,,Beleghata H.O,,
Joramandir S.O,700010,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-23631707,,Beleghata H.O,,
Kalindi Housing Estate S.O,700089,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,North 24 Pgs,Kolkata,WEST BENGAL,033-25226328,,Beleghata H.O,,
Labony Estate S.O,700064,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Saltlake,North 24 Parganas,WEST BENGAL,033-23372187,,Beleghata H.O,,
Linton Street S.O,700014,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Kolkata,Kolkata,WEST BENGAL,033-22844523,,Beleghata H.O,,
Nabadiganta IT S.O,700091,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,,North 24 Parganas,WEST BENGAL,033-23671017,,Beleghata H.O,,
Nowbhanga S.O,700105,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,,North 24 Parganas,WEST BENGAL,033-23356202,,Beleghata H.O,,
Park Circus S.O,700017,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Park Circus,Kolkata,WEST BENGAL,033-22874864,,Beleghata H.O,,
Parsibagan S.O,700009,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Parsibagan,Kolkata,WEST BENGAL,033-23501551,,Beleghata H.O,,
Patipukur S.O,700048,S.O,Non-Delivery,Kolkata East,Calcutta,West Bengal,Patipukur,North 24 Parganas,WEST BENGAL,033-25342204,,Beleghata H.O,,
